TicketID,Date,Weekday,Region,Channel,Category,Priority,AssignedAgent,HandleTimeMinutes,ResolutionHours,SLA_Target_Hours,SLA_Breached,Escalated,FirstContactResolution,CSAT_Score
T100485,2025-08-04,Monday,East,Email,Claim Status,Medium,Agent_25,38.0,45.9,24,Yes,Yes,No,1
T100486,2025-01-09,Thursday,North,Phone,Claim Status,Critical,Agent_02,20.2,3.7,4,No,No,Yes,4
T100487,2025-07-23,Wednesday,East,Chat,Complaint,Medium,Agent_25,21.0,11.9,24,No,No,Yes,2
T100488,2025-07-25,Friday,North,Chat,Complaint,Low,Agent_20,20.7,24.7,48,No,Yes,No,1
T100489,2025-06-08,Sunday,North,Email,Claim Status,Medium,Agent_05,29.0,26.7,24,Yes,Yes,Yes,1
T100490,2025-02-03,Monday,East,Chat,Refund Request,Low,Agent_08,9.7,88.3,48,Yes,Yes,Yes,2
T100491,2025-08-11,Monday,North,Email,Complaint,Medium,Agent_02,40.3,18.6,24,No,No,No,3
T100492,2025-03-31,Monday,North,Phone,Claim Status,Low,Agent_23,20.3,31.0,48,No,No,No,5
T100493,2025-09-12,Friday,East,Email,Refund Request,Low,Agent_09,33.7,35.7,48,No,No,Yes,5
T100494,2025-03-06,Thursday,East,Chat,Billing,High,Agent_25,13.8,9.6,8,Yes,No,Yes,1
T100495,2025-06-21,Saturday,West,Phone,Billing,High,Agent_09,14.0,6.1,8,No,No,Yes,3
T100496,2025-02-09,Sunday,West,Email,Policy Change,Medium,Agent_02,28.8,18.1,24,No,No,No,4
T100497,2025-03-27,Thursday,East,Phone,Billing,Medium,Agent_19,11.6,44.0,24,Yes,Yes,No,2
T100498,2025-04-27,Sunday,North,Phone,Billing,Low,Agent_08,9.5,30.8,48,No,No,Yes,5
T100499,2025-07-06,Sunday,West,Portal,Claim Status,Medium,Agent_02,27.1,10.8,24,No,No,No,1
T100500,2025-08-03,Sunday,South,Phone,Technical Issue,Medium,Agent_24,23.2,38.5,24,Yes,Yes,No,3
T100501,2025-07-10,Thursday,North,Email,Billing,Low,Agent_06,20.7,55.2,48,Yes,No,Yes,1
T100502,2025-09-22,Monday,North,Portal,Billing,High,Agent_15,13.4,7.5,8,No,No,Yes,2
T100503,2025-06-09,Monday,East,Phone,Technical Issue,Medium,Agent_01,15.4,17.8,24,No,No,Yes,2
T100504,2025-05-30,Friday,East,Chat,Claim Status,Medium,Agent_15,11.9,0.5,24,No,No,Yes,4
T100505,2025-09-10,Wednesday,South,Chat,Complaint,High,Agent_25,18.9,4.8,8,No,No,Yes,1
T100506,2025-03-19,Wednesday,North,Portal,Billing,Medium,Agent_08,20.3,9.9,24,No,No,Yes,2
T100507,2025-01-05,Sunday,East,Phone,Refund Request,High,Agent_13,18.2,14.6,8,Yes,Yes,Yes,1
T100508,2025-06-07,Saturday,North,Phone,Claim Status,Medium,Agent_14,14.2,18.1,24,No,Yes,Yes,1
T100509,2025-03-14,Friday,East,Phone,Claim Status,Medium,Agent_17,11.8,23.8,24,No,No,Yes,3
T100510,2025-07-10,Thursday,West,Portal,Billing,Low,Agent_19,18.0,71.8,48,Yes,No,Yes,2
T100511,2025-03-10,Monday,West,Phone,Complaint,Medium,Agent_02,23.9,27.9,24,Yes,No,Yes,2
T100512,2025-03-08,Saturday,South,Phone,Policy Change,High,Agent_13,16.0,5.0,8,No,No,Yes,4
T100513,2025-06-17,Tuesday,East,Email,Claim Status,Critical,Agent_03,25.5,2.7,4,No,No,Yes,1
T100514,2025-03-11,Tuesday,North,Phone,Claim Status,Medium,Agent_15,16.9,1.5,24,No,No,Yes,4
T100515,2025-07-28,Monday,North,Email,Claim Status,Medium,Agent_15,25.6,22.8,24,No,No,Yes,1
T100516,2025-05-16,Friday,North,Phone,Refund Request,High,Agent_10,23.4,7.4,8,No,No,Yes,5
T100517,2025-01-21,Tuesday,South,Chat,Policy Change,Low,Agent_05,19.5,34.8,48,No,No,Yes,1
T100518,2025-05-08,Thursday,East,Email,Billing,Low,Agent_22,28.2,29.1,48,No,No,Yes,1
T100519,2025-03-31,Monday,North,Portal,Technical Issue,High,Agent_18,28.6,9.2,8,Yes,No,Yes,1
T100520,2025-05-08,Thursday,North,Email,Claim Status,Low,Agent_04,23.6,30.6,48,No,No,Yes,5
T100521,2025-04-24,Thursday,South,Phone,Technical Issue,Medium,Agent_12,23.3,18.6,24,No,No,Yes,5
T100522,2025-02-13,Thursday,East,Portal,Billing,Critical,Agent_01,26.4,0.5,4,No,No,Yes,5
T100523,2025-04-12,Saturday,West,Chat,Billing,Low,Agent_11,6.9,44.9,48,No,No,Yes,3
T100524,2025-08-25,Monday,North,Phone,Complaint,High,Agent_14,9.0,5.4,8,No,No,Yes,4
T100525,2025-07-22,Tuesday,West,Phone,Refund Request,Low,Agent_14,14.9,2.5,48,No,No,Yes,2
T100526,2025-04-20,Sunday,South,Phone,Technical Issue,Low,Agent_05,22.1,34.0,48,No,No,Yes,4
T100527,2025-05-06,Tuesday,East,Email,Complaint,Low,Agent_16,38.6,8.8,48,No,No,Yes,2
T100528,2025-05-24,Saturday,West,Phone,Claim Status,High,Agent_21,16.0,17.0,8,Yes,Yes,Yes,2
T100529,2025-05-08,Thursday,North,Portal,Refund Request,Medium,Agent_12,24.5,0.5,24,No,No,Yes,2
T100530,2025-09-06,Saturday,East,Portal,Complaint,Medium,Agent_11,29.4,12.5,24,No,No,Yes,5
T100531,2025-04-03,Thursday,North,Phone,Claim Status,High,Agent_01,13.2,0.9,8,No,No,Yes,4
T100532,2025-05-24,Saturday,North,Chat,Technical Issue,Medium,Agent_17,13.2,1.8,24,No,No,No,1
T100533,2025-04-30,Wednesday,South,Phone,Refund Request,Low,Agent_08,13.8,59.0,48,Yes,No,Yes,2
T100534,2025-01-29,Wednesday,South,Chat,Technical Issue,Critical,Agent_12,16.6,2.8,4,No,Yes,No,5
T100535,2025-04-01,Tuesday,South,Chat,Refund Request,Medium,Agent_23,16.0,1.6,24,No,No,Yes,2
T100536,2025-01-15,Wednesday,East,Portal,Complaint,Medium,Agent_05,27.4,23.1,24,No,No,No,2
T100537,2025-04-07,Monday,West,Email,Claim Status,Low,Agent_16,23.6,47.2,48,No,No,Yes,3
T100538,2025-01-29,Wednesday,South,Chat,Billing,Medium,Agent_17,2.0,9.5,24,No,No,Yes,2
T100539,2025-06-19,Thursday,South,Chat,Policy Change,Low,Agent_23,14.1,51.3,48,Yes,No,Yes,1
T100540,2025-06-15,Sunday,North,Phone,Complaint,High,Agent_23,24.0,1.4,8,No,No,Yes,4
T100541,2025-02-26,Wednesday,East,Portal,Policy Change,Critical,Agent_23,14.1,8.0,4,Yes,Yes,No,1
T100542,2025-02-21,Friday,East,Phone,Claim Status,High,Agent_06,22.3,4.4,8,No,No,Yes,2
T100543,2025-08-12,Tuesday,West,Chat,Claim Status,Critical,Agent_23,9.7,4.7,4,Yes,No,Yes,1
T100544,2025-07-02,Wednesday,South,Chat,Claim Status,Medium,Agent_13,4.1,19.9,24,No,No,Yes,5
T100545,2025-05-31,Saturday,South,Phone,Billing,Critical,Agent_23,15.5,0.8,4,No,Yes,No,4
T100546,2025-01-17,Friday,South,Chat,Complaint,Medium,Agent_08,13.9,15.4,24,No,Yes,No,4
T100547,2025-09-12,Friday,South,Phone,Billing,Medium,Agent_08,17.5,8.1,24,No,No,Yes,5
T100548,2025-06-13,Friday,South,Chat,Billing,Medium,Agent_23,2.0,10.3,24,No,No,Yes,3
T100549,2025-06-21,Saturday,West,Phone,Claim Status,Medium,Agent_08,12.9,13.2,24,No,No,No,4
T100550,2025-06-29,Sunday,East,Chat,Refund Request,Low,Agent_01,21.3,0.6,48,No,No,Yes,2
T100551,2025-08-13,Wednesday,West,Portal,Technical Issue,High,Agent_16,18.8,7.3,8,No,No,No,3
T100552,2025-06-29,Sunday,West,Phone,Technical Issue,Medium,Agent_19,18.4,38.9,24,Yes,No,No,1
T100553,2025-04-26,Saturday,South,Email,Billing,Low,Agent_10,25.9,13.3,48,No,No,Yes,3
T100554,2025-05-14,Wednesday,North,Phone,Claim Status,Low,Agent_13,19.0,30.1,48,No,No,Yes,3
T100555,2025-02-08,Saturday,North,Phone,Complaint,High,Agent_16,20.6,6.3,8,No,No,No,1
T100556,2025-08-09,Saturday,South,Chat,Technical Issue,Low,Agent_06,21.2,21.7,48,No,No,Yes,4
T100557,2025-06-19,Thursday,South,Portal,Technical Issue,Medium,Agent_23,28.3,25.8,24,Yes,No,No,1
T100558,2025-05-16,Friday,East,Phone,Billing,Medium,Agent_02,11.1,0.5,24,No,No,Yes,4
T100559,2025-09-09,Tuesday,South,Phone,Billing,Low,Agent_14,10.5,32.2,48,No,No,Yes,2
T100560,2025-09-03,Wednesday,South,Phone,Claim Status,Medium,Agent_06,21.4,32.5,24,Yes,Yes,No,4
T100561,2025-08-31,Sunday,North,Phone,Technical Issue,Medium,Agent_16,21.0,29.5,24,Yes,No,Yes,1
T100562,2025-05-16,Friday,North,Chat,Technical Issue,Medium,Agent_06,16.1,0.8,24,No,Yes,No,2
T100563,2025-07-09,Wednesday,South,Email,Policy Change,Medium,Agent_15,31.9,19.0,24,No,No,Yes,2
T100564,2025-04-26,Saturday,East,Chat,Claim Status,Medium,Agent_25,14.9,24.6,24,Yes,No,Yes,2
T100565,2025-02-19,Wednesday,North,Chat,Complaint,Critical,Agent_14,12.3,6.2,4,Yes,Yes,Yes,1
T100566,2025-04-27,Sunday,North,Chat,Complaint,Critical,Agent_14,14.0,1.7,4,No,Yes,No,1
T100567,2025-09-01,Monday,South,Email,Billing,High,Agent_13,30.0,5.0,8,No,No,Yes,1
T100568,2025-01-18,Saturday,South,Phone,Technical Issue,Critical,Agent_06,17.3,0.5,4,No,No,Yes,2
T100569,2025-03-27,Thursday,South,Chat,Claim Status,Medium,Agent_02,10.5,4.8,24,No,No,Yes,3
T100570,2025-08-11,Monday,South,Portal,Refund Request,High,Agent_05,22.4,9.9,8,Yes,No,Yes,1
T100571,2025-05-13,Tuesday,East,Portal,Billing,Medium,Agent_03,17.0,26.2,24,Yes,Yes,No,2
T100572,2025-06-16,Monday,East,Email,Billing,Medium,Agent_23,32.6,10.9,24,No,No,Yes,3
T100573,2025-09-25,Thursday,West,Phone,Claim Status,Medium,Agent_05,12.0,17.2,24,No,No,Yes,3
T100574,2025-02-21,Friday,North,Chat,Billing,High,Agent_10,4.4,2.4,8,No,No,No,3
T100575,2025-06-26,Thursday,West,Phone,Refund Request,Medium,Agent_16,11.1,20.1,24,No,No,Yes,1
T100576,2025-08-31,Sunday,North,Phone,Technical Issue,Medium,Agent_05,21.0,9.0,24,No,No,No,5
T100577,2025-07-25,Friday,North,Email,Policy Change,Low,Agent_23,35.1,11.6,48,No,No,Yes,1
T100578,2025-09-01,Monday,East,Portal,Billing,High,Agent_11,6.8,9.8,8,Yes,Yes,Yes,1
T100579,2025-06-09,Monday,East,Chat,Refund Request,Low,Agent_22,12.9,38.9,48,No,No,Yes,1
T100580,2025-04-27,Sunday,South,Phone,Refund Request,High,Agent_15,17.7,4.0,8,No,No,No,1
T100581,2025-06-14,Saturday,East,Chat,Complaint,Low,Agent_21,21.9,32.4,48,No,No,No,2
T100582,2025-08-15,Friday,South,Portal,Technical Issue,Medium,Agent_24,18.8,23.5,24,No,No,Yes,3
T100583,2025-09-22,Monday,East,Chat,Complaint,Low,Agent_06,14.7,30.9,48,No,No,No,4
T100584,2025-09-17,Wednesday,West,Phone,Complaint,Low,Agent_19,23.3,39.3,48,No,No,Yes,3
T100585,2025-04-09,Wednesday,South,Chat,Claim Status,Medium,Agent_02,21.7,30.1,24,Yes,No,Yes,3
T100586,2025-07-04,Friday,South,Phone,Technical Issue,Medium,Agent_17,22.9,6.0,24,No,No,Yes,4
T100587,2025-03-05,Wednesday,North,Phone,Technical Issue,Medium,Agent_20,16.5,8.4,24,No,No,Yes,5
T100588,2025-08-31,Sunday,East,Phone,Policy Change,High,Agent_24,11.0,4.4,8,No,No,Yes,2
T100589,2025-02-16,Sunday,East,Phone,Billing,High,Agent_06,10.6,8.5,8,Yes,No,Yes,2
T100590,2025-04-20,Sunday,South,Chat,Refund Request,Low,Agent_07,21.1,46.7,48,No,No,Yes,3
T100591,2025-07-29,Tuesday,North,Portal,Refund Request,Medium,Agent_01,18.0,30.9,24,Yes,No,Yes,1
T100592,2025-03-09,Sunday,South,Chat,Billing,Low,Agent_08,6.9,59.8,48,Yes,No,Yes,1
T100593,2025-06-06,Friday,East,Email,Technical Issue,Medium,Agent_12,49.3,16.3,24,No,No,No,2
T100594,2025-04-22,Tuesday,West,Phone,Complaint,Medium,Agent_20,19.3,25.1,24,Yes,No,Yes,3
T100595,2025-02-22,Saturday,North,Email,Refund Request,Medium,Agent_12,21.7,32.4,24,Yes,No,Yes,3
T100596,2025-05-25,Sunday,East,Chat,Technical Issue,Medium,Agent_03,18.3,13.2,24,No,No,No,1
T100597,2025-05-22,Thursday,East,Portal,Policy Change,High,Agent_21,28.4,5.9,8,No,No,Yes,3
T100598,2025-06-02,Monday,South,Phone,Claim Status,High,Agent_02,18.9,13.9,8,Yes,Yes,Yes,1
T100599,2025-07-26,Saturday,East,Chat,Refund Request,Medium,Agent_01,13.5,24.3,24,Yes,No,Yes,4
T100600,2025-06-01,Sunday,East,Portal,Technical Issue,High,Agent_13,28.2,4.1,8,No,No,Yes,5
T100601,2025-04-08,Tuesday,East,Chat,Claim Status,Medium,Agent_22,7.3,3.7,24,No,No,No,1
T100602,2025-09-01,Monday,East,Email,Claim Status,High,Agent_22,32.2,7.5,8,No,Yes,No,1
T100603,2025-05-31,Saturday,North,Email,Refund Request,High,Agent_09,32.1,8.3,8,Yes,No,No,2
T100604,2025-04-04,Friday,East,Chat,Claim Status,Low,Agent_12,11.9,32.9,48,No,No,Yes,5
T100605,2025-06-07,Saturday,West,Chat,Policy Change,Low,Agent_12,11.2,62.0,48,Yes,No,Yes,4
T100606,2025-05-31,Saturday,West,Portal,Technical Issue,High,Agent_02,27.9,8.5,8,Yes,No,Yes,1
T100607,2025-02-06,Thursday,West,Portal,Complaint,High,Agent_04,20.1,0.5,8,No,No,No,2
T100608,2025-07-15,Tuesday,East,Email,Claim Status,Critical,Agent_05,25.1,3.7,4,No,Yes,No,3
T100609,2025-07-29,Tuesday,West,Phone,Refund Request,High,Agent_06,12.5,4.0,8,No,No,Yes,4
T100610,2025-09-07,Sunday,East,Chat,Claim Status,Medium,Agent_11,14.3,17.2,24,No,No,Yes,1
T100611,2025-01-03,Friday,West,Phone,Claim Status,High,Agent_19,25.4,6.8,8,No,No,Yes,2
T100612,2025-09-08,Monday,North,Phone,Technical Issue,Medium,Agent_21,22.7,0.5,24,No,No,Yes,5
T100613,2025-08-08,Friday,West,Email,Billing,Low,Agent_18,24.8,70.7,48,Yes,No,Yes,1
T100614,2025-07-11,Friday,North,Portal,Complaint,Low,Agent_07,19.9,34.2,48,No,No,No,2
T100615,2025-01-03,Friday,South,Phone,Policy Change,Low,Agent_10,4.6,61.7,48,Yes,Yes,No,1
T100616,2025-09-15,Monday,East,Phone,Billing,Critical,Agent_10,7.5,5.5,4,Yes,No,Yes,1
T100617,2025-08-22,Friday,East,Email,Refund Request,Medium,Agent_05,31.4,33.7,24,Yes,No,No,1
T100618,2025-09-08,Monday,East,Chat,Claim Status,Low,Agent_13,2.6,30.0,48,No,No,Yes,3
T100619,2025-04-25,Friday,South,Phone,Billing,Medium,Agent_19,10.2,28.5,24,Yes,No,Yes,1
T100620,2025-03-05,Wednesday,East,Chat,Billing,High,Agent_13,7.6,8.6,8,Yes,No,No,3
T100621,2025-05-11,Sunday,North,Chat,Billing,Low,Agent_22,10.8,34.3,48,No,No,Yes,4
T100622,2025-01-11,Saturday,North,Chat,Technical Issue,Medium,Agent_15,11.6,10.2,24,No,No,Yes,3
T100623,2025-05-10,Saturday,West,Chat,Claim Status,Medium,Agent_23,8.6,30.8,24,Yes,No,Yes,2
T100624,2025-01-05,Sunday,East,Email,Billing,Medium,Agent_22,24.1,23.1,24,No,No,No,1
T100625,2025-03-12,Wednesday,West,Chat,Billing,High,Agent_17,10.3,16.7,8,Yes,Yes,No,1
T100626,2025-05-25,Sunday,North,Chat,Technical Issue,Medium,Agent_07,23.0,43.2,24,Yes,No,No,3
T100627,2025-05-15,Thursday,South,Email,Technical Issue,Low,Agent_10,35.0,17.1,48,No,No,No,4
T100628,2025-09-12,Friday,South,Chat,Technical Issue,Low,Agent_11,17.8,31.3,48,No,No,No,3
T100629,2025-01-07,Tuesday,North,Portal,Complaint,Medium,Agent_22,32.3,13.4,24,No,No,Yes,2
T100630,2025-02-16,Sunday,North,Chat,Billing,Medium,Agent_09,5.3,0.5,24,No,No,Yes,3
T100631,2025-08-22,Friday,East,Phone,Billing,High,Agent_04,13.9,1.7,8,No,No,No,2
T100632,2025-01-21,Tuesday,East,Email,Refund Request,Medium,Agent_11,23.1,27.4,24,Yes,Yes,No,3
T100633,2025-02-18,Tuesday,North,Phone,Claim Status,Medium,Agent_22,6.9,0.5,24,No,No,Yes,1
T100634,2025-06-18,Wednesday,East,Portal,Complaint,High,Agent_09,25.5,5.4,8,No,No,Yes,5
T100635,2025-02-17,Monday,East,Chat,Claim Status,Medium,Agent_04,12.3,46.7,24,Yes,Yes,No,1
T100636,2025-05-20,Tuesday,West,Chat,Technical Issue,Medium,Agent_14,22.2,22.0,24,No,No,No,4
T100637,2025-03-27,Thursday,North,Phone,Refund Request,Critical,Agent_02,20.7,6.6,4,Yes,Yes,Yes,4
T100638,2025-02-23,Sunday,West,Portal,Technical Issue,Medium,Agent_19,21.3,21.5,24,No,No,Yes,2
T100639,2025-04-03,Thursday,West,Chat,Complaint,High,Agent_01,17.2,10.1,8,Yes,No,Yes,4
T100640,2025-03-08,Saturday,West,Portal,Billing,Medium,Agent_14,24.5,15.8,24,No,Yes,No,1
T100641,2025-05-14,Wednesday,East,Phone,Refund Request,High,Agent_17,13.5,9.6,8,Yes,Yes,No,1
T100642,2025-04-25,Friday,East,Email,Refund Request,Medium,Agent_23,42.2,5.5,24,No,No,Yes,3
T100643,2025-08-10,Sunday,South,Email,Refund Request,Medium,Agent_22,29.8,15.5,24,No,No,Yes,4
T100644,2025-03-18,Tuesday,North,Phone,Claim Status,High,Agent_17,10.0,12.5,8,Yes,Yes,No,1
T100645,2025-03-26,Wednesday,North,Chat,Policy Change,Medium,Agent_08,9.8,27.5,24,Yes,No,Yes,1
T100646,2025-05-23,Friday,North,Email,Complaint,Medium,Agent_21,45.1,26.6,24,Yes,No,No,1
T100647,2025-05-01,Thursday,North,Email,Complaint,Low,Agent_15,36.0,22.0,48,No,No,No,5
T100648,2025-09-13,Saturday,West,Phone,Technical Issue,Medium,Agent_24,13.2,11.5,24,No,No,No,2
T100649,2025-02-22,Saturday,West,Email,Complaint,Low,Agent_18,36.8,0.5,48,No,No,No,4
T100650,2025-02-16,Sunday,East,Portal,Complaint,Medium,Agent_07,30.7,16.6,24,No,No,No,3
T100651,2025-08-22,Friday,East,Email,Billing,High,Agent_08,29.7,7.1,8,No,Yes,No,3
T100652,2025-08-31,Sunday,East,Chat,Billing,High,Agent_04,18.8,5.6,8,No,No,Yes,2
T100653,2025-04-24,Thursday,North,Phone,Refund Request,Medium,Agent_10,25.0,20.2,24,No,No,Yes,4
T100654,2025-07-11,Friday,North,Phone,Claim Status,Low,Agent_16,16.5,23.3,48,No,No,No,2
T100655,2025-07-29,Tuesday,North,Phone,Claim Status,Low,Agent_07,23.8,50.0,48,Yes,No,Yes,2
T100656,2025-07-21,Monday,South,Email,Claim Status,Medium,Agent_23,31.2,18.1,24,No,No,Yes,1
T100657,2025-08-01,Friday,North,Portal,Refund Request,Low,Agent_19,21.9,29.7,48,No,No,Yes,3
T100658,2025-08-19,Tuesday,West,Chat,Complaint,Critical,Agent_05,15.0,2.6,4,No,No,No,3
T100659,2025-01-03,Friday,North,Chat,Technical Issue,Medium,Agent_19,19.1,13.5,24,No,No,Yes,5
T100660,2025-09-18,Thursday,South,Chat,Claim Status,High,Agent_24,14.2,6.2,8,No,No,Yes,5
T100661,2025-02-23,Sunday,West,Chat,Complaint,Medium,Agent_11,20.3,24.7,24,Yes,No,Yes,4
T100662,2025-07-16,Wednesday,West,Portal,Refund Request,Low,Agent_25,19.1,38.9,48,No,Yes,No,1
T100663,2025-06-25,Wednesday,East,Email,Claim Status,Medium,Agent_05,32.6,19.8,24,No,No,Yes,2
T100664,2025-09-20,Saturday,East,Chat,Complaint,High,Agent_11,18.1,0.6,8,No,No,Yes,4
T100665,2025-04-22,Tuesday,South,Phone,Refund Request,Medium,Agent_10,23.2,0.5,24,No,No,Yes,4
T100666,2025-03-09,Sunday,South,Email,Refund Request,Medium,Agent_21,34.4,10.6,24,No,No,Yes,4
T100667,2025-03-01,Saturday,East,Chat,Complaint,Critical,Agent_19,16.8,7.3,4,Yes,Yes,No,1
T100668,2025-08-02,Saturday,East,Portal,Technical Issue,Medium,Agent_01,26.0,11.4,24,No,No,Yes,2
T100669,2025-01-13,Monday,West,Phone,Refund Request,Low,Agent_02,19.7,49.9,48,Yes,No,Yes,1
T100670,2025-03-24,Monday,East,Chat,Claim Status,Medium,Agent_02,7.2,17.0,24,No,No,Yes,1
T100671,2025-06-01,Sunday,South,Chat,Billing,High,Agent_12,10.6,5.5,8,No,No,Yes,5
T100672,2025-02-22,Saturday,South,Chat,Complaint,Low,Agent_13,13.1,0.5,48,No,No,No,3
T100673,2025-05-28,Wednesday,North,Portal,Technical Issue,Critical,Agent_14,23.9,1.1,4,No,No,No,2
T100674,2025-06-10,Tuesday,North,Phone,Policy Change,Medium,Agent_07,17.8,3.3,24,No,No,Yes,4
T100675,2025-08-15,Friday,South,Portal,Refund Request,Medium,Agent_23,25.5,46.7,24,Yes,Yes,No,1
T100676,2025-04-11,Friday,South,Phone,Claim Status,Low,Agent_22,18.2,0.5,48,No,No,No,1
T100677,2025-03-30,Sunday,North,Email,Technical Issue,Medium,Agent_09,34.3,4.8,24,No,No,Yes,4
T100678,2025-03-08,Saturday,South,Chat,Policy Change,Medium,Agent_01,10.6,26.0,24,Yes,No,No,4
T100679,2025-03-21,Friday,North,Phone,Policy Change,Low,Agent_20,13.5,19.9,48,No,No,No,5
T100680,2025-06-04,Wednesday,West,Chat,Complaint,Low,Agent_12,26.8,72.7,48,Yes,No,No,2
T100681,2025-06-12,Thursday,South,Portal,Complaint,High,Agent_03,31.2,2.8,8,No,No,Yes,4
T100682,2025-03-23,Sunday,West,Email,Technical Issue,Medium,Agent_03,27.5,23.3,24,No,No,No,4
T100683,2025-04-20,Sunday,East,Phone,Policy Change,Critical,Agent_07,20.7,4.8,4,Yes,No,Yes,1
T100684,2025-09-01,Monday,North,Phone,Policy Change,Low,Agent_15,11.1,38.4,48,No,No,Yes,3
T100685,2025-05-05,Monday,North,Chat,Policy Change,High,Agent_13,11.7,3.3,8,No,No,Yes,1
T100686,2025-02-28,Friday,West,Phone,Refund Request,Low,Agent_10,20.7,52.8,48,Yes,No,Yes,1
T100687,2025-09-22,Monday,East,Email,Complaint,Medium,Agent_15,36.8,18.4,24,No,No,No,2
T100688,2025-06-01,Sunday,South,Phone,Billing,Low,Agent_04,9.0,12.3,48,No,No,Yes,1
T100689,2025-01-04,Saturday,North,Phone,Refund Request,Low,Agent_25,24.7,30.2,48,No,No,Yes,1
T100690,2025-08-06,Wednesday,North,Phone,Refund Request,High,Agent_24,13.1,7.8,8,No,No,Yes,5
T100691,2025-02-06,Thursday,South,Phone,Refund Request,Low,Agent_11,18.2,16.4,48,No,No,Yes,1
T100692,2025-02-07,Friday,North,Phone,Policy Change,Low,Agent_18,11.7,68.0,48,Yes,Yes,No,1
T100693,2025-05-13,Tuesday,West,Email,Refund Request,Medium,Agent_13,31.4,3.1,24,No,No,No,2
T100694,2025-01-09,Thursday,West,Chat,Complaint,Medium,Agent_01,24.6,8.9,24,No,No,Yes,1
T100695,2025-02-02,Sunday,North,Chat,Billing,Critical,Agent_12,5.5,1.4,4,No,Yes,No,3
T100696,2025-05-29,Thursday,East,Chat,Policy Change,Critical,Agent_25,21.0,5.5,4,Yes,No,Yes,3
T100697,2025-07-15,Tuesday,West,Chat,Billing,Low,Agent_16,10.7,43.8,48,No,No,Yes,2
T100698,2025-04-23,Wednesday,South,Chat,Complaint,Critical,Agent_10,28.7,2.0,4,No,No,Yes,4
T100699,2025-03-15,Saturday,East,Chat,Refund Request,Medium,Agent_21,11.0,14.6,24,No,No,Yes,2
T100700,2025-01-06,Monday,South,Phone,Billing,Medium,Agent_19,12.1,19.0,24,No,No,No,2
T100701,2025-02-13,Thursday,East,Phone,Refund Request,Medium,Agent_24,11.5,19.7,24,No,No,Yes,2
T100702,2025-07-31,Thursday,South,Phone,Claim Status,High,Agent_20,9.4,8.3,8,Yes,No,Yes,2
T100703,2025-04-10,Thursday,North,Phone,Complaint,High,Agent_02,17.3,11.2,8,Yes,No,No,3
T100704,2025-08-25,Monday,North,Phone,Billing,Low,Agent_09,8.0,53.0,48,Yes,No,Yes,1
T100705,2025-09-07,Sunday,East,Email,Refund Request,Low,Agent_21,30.7,35.1,48,No,No,No,4
T100706,2025-05-26,Monday,North,Portal,Policy Change,Medium,Agent_16,22.8,11.3,24,No,No,Yes,2
T100707,2025-06-06,Friday,South,Chat,Policy Change,Critical,Agent_11,18.9,0.5,4,No,No,Yes,1
T100708,2025-03-28,Friday,North,Phone,Claim Status,High,Agent_23,8.0,2.7,8,No,Yes,Yes,3
T100709,2025-05-22,Thursday,East,Phone,Refund Request,High,Agent_11,12.4,6.2,8,No,No,Yes,3
T100710,2025-08-25,Monday,West,Email,Policy Change,Medium,Agent_16,38.0,0.5,24,No,No,Yes,3
T100711,2025-03-31,Monday,North,Chat,Claim Status,Low,Agent_18,12.4,35.4,48,No,No,Yes,3
T100712,2025-02-09,Sunday,North,Portal,Complaint,Low,Agent_21,25.7,20.6,48,No,No,Yes,3
T100713,2025-07-27,Sunday,South,Portal,Complaint,Medium,Agent_09,20.2,17.5,24,No,No,Yes,5
T100714,2025-08-30,Saturday,South,Email,Claim Status,Medium,Agent_25,26.7,2.2,24,No,No,Yes,2
T100715,2025-05-29,Thursday,South,Email,Complaint,Medium,Agent_03,25.5,13.7,24,No,Yes,Yes,2
T100716,2025-01-06,Monday,South,Chat,Complaint,Low,Agent_22,11.5,36.0,48,No,No,No,1
T100717,2025-09-21,Sunday,South,Email,Claim Status,Critical,Agent_19,19.7,4.4,4,Yes,No,No,2
T100718,2025-03-16,Sunday,West,Portal,Billing,High,Agent_08,8.6,1.1,8,No,No,Yes,2
T100719,2025-04-29,Tuesday,North,Phone,Claim Status,Medium,Agent_02,17.4,14.0,24,No,No,No,3
T100720,2025-09-23,Tuesday,East,Email,Technical Issue,Low,Agent_02,30.2,8.6,48,No,No,No,3
T100721,2025-06-15,Sunday,North,Chat,Complaint,High,Agent_21,15.4,8.5,8,Yes,No,Yes,4
T100722,2025-05-15,Thursday,South,Email,Technical Issue,Medium,Agent_12,34.0,21.1,24,No,No,Yes,5
T100723,2025-02-09,Sunday,East,Email,Claim Status,Medium,Agent_17,23.5,8.9,24,No,No,Yes,4
T100724,2025-06-26,Thursday,West,Chat,Complaint,Medium,Agent_01,27.6,34.5,24,Yes,Yes,No,2
T100725,2025-08-14,Thursday,South,Phone,Complaint,Low,Agent_21,27.2,59.4,48,Yes,No,No,1
T100726,2025-03-18,Tuesday,South,Phone,Complaint,High,Agent_23,24.0,7.0,8,No,No,Yes,3
T100727,2025-04-28,Monday,West,Chat,Refund Request,Medium,Agent_04,13.7,21.9,24,No,No,Yes,5
T100728,2025-09-03,Wednesday,West,Phone,Claim Status,High,Agent_21,15.2,3.4,8,No,No,Yes,4
